Major Category,Major,Year,Degree,Completions
Education,Spanish Language Teacher Education,2021,Bachelors Degree,33
Education,Speech Teacher Education,2021,Bachelors Degree,0
Education,Latin Teacher Education,2021,Bachelors Degree,0
Education,Earth Science Teacher Education,2021,Bachelors Degree,1
Education,Other Teacher Education & Professional Development,2021,Bachelors Degree,0
Education,Teaching English as a Second or Foreign Language Instructor,2021,Bachelors Degree,19
Education,Other Education,2021,Bachelors Degree,0
Engineering,General Engineering,2021,Bachelors Degree,26
Engineering,Pre-Engineering,2021,Bachelors Degree,1
Engineering,Bioengineering & Biomedical Engineering,2021,Bachelors Degree,68
Engineering,Chemical Engineering,2021,Bachelors Degree,175
Engineering,General Civil Engineering,2021,Bachelors Degree,213
Engineering,General Computer Engineering,2021,Bachelors Degree,132
Engineering,Electrical & Electronics Engineering,2021,Bachelors Degree,223
Engineering,"Other Electrical, Electronics, & Communications Engineering",2021,Bachelors Degree,1
Engineering,Engineering Mechanics,2021,Bachelors Degree,0
Engineering,Engineering Physics & Applied Physics,2021,Bachelors Degree,37
Engineering,Environmental Health Engineering,2021,Bachelors Degree,39
Engineering,Mechanical Engineering,2021,Bachelors Degree,408
Engineering,Naval Architecture & Marine Engineering,2021,Bachelors Degree,13
Engineering,Construction Engineering,2021,Bachelors Degree,5
Engineering,Industrial Engineering,2021,Bachelors Degree,12
Engineering,Operations Research,2021,Bachelors Degree,57
Engineering,Other Engineering,2021,Bachelors Degree,0
Engineering Technologies,"Electrical, Electronic, & Communications Engineering Technology",2021,Bachelors Degree,46
Engineering Technologies,Telecommunications Technology,2021,Bachelors Degree,15
Engineering Technologies,Other Electrical Engineering Technology,2021,Bachelors Degree,15
Engineering Technologies,Biomedical Technology,2021,Bachelors Degree,4
Engineering Technologies,Electromechanical Technology,2021,Bachelors Degree,0
Engineering Technologies,Mechanical Engineering Technology,2021,Bachelors Degree,121
Engineering Technologies,Construction Engineering Technology,2021,Bachelors Degree,97
Engineering Technologies,Computer Engineering Technology,2021,Bachelors Degree,112
Engineering Technologies,Engineering & Industrial Management,2021,Bachelors Degree,56
Engineering Technologies,Other Engineering Technologies & Engineering-Related Fields,2021,Bachelors Degree,0
Language & Linguistics,General Foreign Languages & Literatures,2021,Bachelors Degree,7
Language & Linguistics,Linguistics,2021,Bachelors Degree,45
Language & Linguistics,Comparative Literature,2021,Bachelors Degree,60
Language & Linguistics,Chinese Language & Literature,2021,Bachelors Degree,26
Language & Linguistics,"General Slavic Languages, Literatures, & Linguistics",2021,Bachelors Degree,10
Language & Linguistics,Russian Language & Literature,2021,Bachelors Degree,8
Language & Linguistics,German Language & Literature,2021,Bachelors Degree,16
Language & Linguistics,"Other Germanic Languages, Literatures, & Linguistics",2021,Bachelors Degree,0
Language & Linguistics,"General Romance Languages, Literatures, & Linguistics",2021,Bachelors Degree,14
Language & Linguistics,French Language & Literature,2021,Bachelors Degree,68
Language & Linguistics,Italian Language & Literature,2021,Bachelors Degree,21
Language & Linguistics,Portuguese Language & Literature,2021,Bachelors Degree,1
Language & Linguistics,Spanish Language & Literature,2021,Bachelors Degree,156
Language & Linguistics,Arabic Language & Literature,2021,Bachelors Degree,1
Language & Linguistics,Hebrew Language & Literature,2021,Bachelors Degree,2
Language & Linguistics,"Other Middle/Near Eastern & Semetic Languages, Literatures, & Linguistics",2021,Bachelors Degree,13
Language & Linguistics,"General Classical Language, Literature, & Linguistics",2021,Bachelors Degree,41
Language & Linguistics,Ancient/Classical Greek Language & Literature,2021,Bachelors Degree,1
Language & Linguistics,Latin Language & Literature,2021,Bachelors Degree,1
Language & Linguistics,"Other Classical Languages, Literature, & Linguistics",2021,Bachelors Degree,0
Language & Linguistics,"Other Foreign Languages, Literatures, & Linguistics",2021,Bachelors Degree,0
Human Sciences,General Family & Consumer Sciences,2021,Bachelors Degree,40
Human Sciences,"General Food, Nutrition, & Wellness Studies",2021,Bachelors Degree,25
Human Sciences,Facilities Planning & Management,2021,Bachelors Degree,14
Human Sciences,General Human Development & Family Studies,2021,Bachelors Degree,6
Human Sciences,Apparel & Textile Manufacture,2021,Bachelors Degree,68
Legal,General Legal Studies,2021,Bachelors Degree,274
Legal,Pre-Law Studies,2021,Bachelors Degree,0
Legal,Paralegal,2021,Bachelors Degree,51
Legal,Other Legal Professions & Studies,2021,Bachelors Degree,31
English,General English Language & Literature,2021,Bachelors Degree,1168
English,Creative Writing,2021,Bachelors Degree,115
English,"Professional, Technical, Business, & Scientific Writing",2021,Bachelors Degree,17
English,Rhetoric & Composition,2021,Bachelors Degree,0
English,General Literature,2021,Bachelors Degree,55
English,British & Commonwealth English Literature,2021,Bachelors Degree,133
English,Other Literature,2021,Bachelors Degree,1
Liberal Arts & Humanities,Liberal Arts & Sciences,2021,Bachelors Degree,1141
Liberal Arts & Humanities,General Studies,2021,Bachelors Degree,12
Liberal Arts & Humanities,Humanistic Studies,2021,Bachelors Degree,90
Liberal Arts & Humanities,"Other Liberal Arts & Sciences, General Studies, & Humanities",2021,Bachelors Degree,25
Biology,General Biological Sciences,2021,Bachelors Degree,1904
Biology,General Biomedical Sciences,2021,Bachelors Degree,104
Biology,Biochemistry,2021,Bachelors Degree,105
Biology,Biophysics,2021,Bachelors Degree,1
Biology,Molecular Biology,2021,Bachelors Degree,2
Biology,Biochemistry & Molecular Biology,2021,Bachelors Degree,30
Biology,Cellular & Molecular Biology,2021,Bachelors Degree,41
Biology,Cell Biology & Anatomy,2021,Bachelors Degree,1
Biology,General Microbiology,2021,Bachelors Degree,6
Biology,Cell Physiology,2021,Bachelors Degree,3
Biology,Pharmacology,2021,Bachelors Degree,13
Biology,Toxicology,2021,Bachelors Degree,17
Biology,Bioinformatics,2021,Bachelors Degree,47
Biology,Biotechnology,2021,Bachelors Degree,12
Biology,Ecology,2021,Bachelors Degree,55
Biology,Environmental Biology,2021,Bachelors Degree,1
Biology,Ecology & Evolutionary Biology,2021,Bachelors Degree,0
Biology,Neuroscience,2021,Bachelors Degree,198
Math & Statistics,General Mathematics,2021,Bachelors Degree,559
Math & Statistics,Other Mathematics,2021,Bachelors Degree,6
Math & Statistics,General Applied Mathematics,2021,Bachelors Degree,150
Math & Statistics,Computational & Applied Mathematics,2021,Bachelors Degree,4
Math & Statistics,Financial Mathematics,2021,Bachelors Degree,28
Math & Statistics,Other Applied Mathematics,2021,Bachelors Degree,0
Math & Statistics,General Statistics,2021,Bachelors Degree,68
Math & Statistics,Other Mathematics & Statistics,2021,Bachelors Degree,138
Interdisciplinary Studies,General Interdisciplinary Studies,2021,Bachelors Degree,214
Interdisciplinary Studies,Biological & Physical Sciences,2021,Bachelors Degree,99
Interdisciplinary Studies,Peace Studies & Conflict Resolution,2021,Bachelors Degree,11
Interdisciplinary Studies,Mathematics & Computer Science,2021,Bachelors Degree,17
Interdisciplinary Studies,Biopsychology,2021,Bachelors Degree,8
Interdisciplinary Studies,Gerontology,2021,Bachelors Degree,7
Interdisciplinary Studies,Medieval & Renaissance Studies,2021,Bachelors Degree,3
Interdisciplinary Studies,Natural Sciences,2021,Bachelors Degree,2
Interdisciplinary Studies,Nutrition Sciences,2021,Bachelors Degree,41
Interdisciplinary Studies,International & Global Studies,2021,Bachelors Degree,52
Interdisciplinary Studies,Ancient Civilization Studies,2021,Bachelors Degree,6
Interdisciplinary Studies,Cognitive Science,2021,Bachelors Degree,13
Interdisciplinary Studies,"Cultural Studies, Critical Theory, & Analysis",2021,Bachelors Degree,13
Interdisciplinary Studies,Human Biology,2021,Bachelors Degree,485
Interdisciplinary Studies,Maritime Studies,2021,Bachelors Degree,14
Interdisciplinary Studies,Computational Science,2021,Bachelors Degree,6
Interdisciplinary Studies,Sustainability Studies,2021,Bachelors Degree,58
Interdisciplinary Studies,Digital Humanities,2021,Bachelors Degree,1
Interdisciplinary Studies,"Data Analytics, General",2021,Bachelors Degree,0
Interdisciplinary Studies,Other Multidisciplinary Studies,2021,Bachelors Degree,75
"Parks, Recreation, & Leisure","Parks, Recreation, & Leisure Studies",2021,Bachelors Degree,26
"Parks, Recreation, & Leisure","General Parks, Recreation, & Leisure Facilities Management",2021,Bachelors Degree,7
"Parks, Recreation, & Leisure",General Health & Physical Education,2021,Bachelors Degree,0
"Parks, Recreation, & Leisure",Sport & Fitness Management,2021,Bachelors Degree,142
"Parks, Recreation, & Leisure",Kinesiology & Exercise Science,2021,Bachelors Degree,210
Philosophy and Religious Studies,General Philosophy & Religious Studies,2021,Bachelors Degree,16
Philosophy and Religious Studies,Philosophy,2021,Bachelors Degree,314
Philosophy and Religious Studies,Other Philosophy,2021,Bachelors Degree,6
Philosophy and Religious Studies,Religious Studies,2021,Bachelors Degree,59
Philosophy and Religious Studies,Judaic Studies,2021,Bachelors Degree,64
Philosophy and Religious Studies,Talmudic Studies,2021,Bachelors Degree,1193
Philosophy and Religious Studies,Other Philosophy & Religious Studies,2021,Bachelors Degree,7
Theology,Religious Education,2021,Bachelors Degree,32
Theology,Religious & Sacred Music,2021,Bachelors Degree,0
Theology,Theological Studies,2021,Bachelors Degree,104
Physical Sciences,Physical Sciences,2021,Bachelors Degree,64
Physical Sciences,Astronomy,2021,Bachelors Degree,5
Physical Sciences,Astrophysics,2021,Bachelors Degree,7
Physical Sciences,Meteorology,2021,Bachelors Degree,0
Physical Sciences,General Chemistry,2021,Bachelors Degree,393
Physical Sciences,Chemical Physics,2021,Bachelors Degree,0
Physical Sciences,General Geology & Earch Science,2021,Bachelors Degree,72
Physical Sciences,Chemical & Physical Oceanography,2021,Bachelors Degree,0
Physical Sciences,General Physics,2021,Bachelors Degree,124
Physical Sciences,Acoustics,2021,Bachelors Degree,30
Physical Sciences,Materials Science,2021,Bachelors Degree,6
Physical Sciences,Other Physical Sciences,2021,Bachelors Degree,0
Science Technologies,Other Science Technologies,2021,Bachelors Degree,0
Psychology,General Psychology,2021,Bachelors Degree,4480
Psychology,Personality Psychology,2021,Bachelors Degree,0
Psychology,Physiological Psychology & Psychobiology,2021,Bachelors Degree,6
Psychology,Other Research & Experimental Psychology,2021,Bachelors Degree,672
Psychology,Industrial & Organizational Psychology,2021,Bachelors Degree,28
Psychology,Forensic Psychology,2021,Bachelors Degree,530
Psychology,Applied Psychology,2021,Bachelors Degree,46
Protective Services,Corrections,2021,Bachelors Degree,0
Protective Services,General Law ,2021,Bachelors Degree,1873
Protective Services,Criminal Justice - Safety Studies,2021,Bachelors Degree,29
Protective Services,Criminal Justice - Police Science,2021,Bachelors Degree,246
Protective Services,Securities Services Management,2021,Bachelors Degree,105
Protective Services,Other Corrections & Criminal Justice,2021,Bachelors Degree,86
Protective Services,Fire Services Administration,2021,Bachelors Degree,16
Protective Services,Fire Science & Fire-Fighting,2021,Bachelors Degree,8
Protective Services,Financial Forensics And Fraud Investigation,2021,Bachelors Degree,114
Protective Services,Forensic Science And Technology,2021,Bachelors Degree,51
Public Administration and Social Service,General Human Services,2021,Bachelors Degree,346
Public Administration and Social Service,Community Organization & Advocacy,2021,Bachelors Degree,61
Public Administration and Social Service,Public Administration,2021,Bachelors Degree,153
Public Administration and Social Service,General Public Policy Analysis,2021,Bachelors Degree,1
Public Administration and Social Service,International Policy Analysis,2021,Bachelors Degree,21
Public Administration and Social Service,Social Work,2021,Bachelors Degree,424
